,course_code,title,instructor,distros,time,location
322,HIST0213A-S26,The Scientific Revolution,Jennifer Strtak,EUR HIS,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Axinn Center 232 (AXN 232)
323,HIST0257A-S26,The Holocaust,Rebecca Bennette,EUR HIS,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
324,HIST0305A-S26,Confucius and Confucianism,Don Wyatt,"HIS NOA, PHL","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr DNA (SDL DNA)
325,HIST0305B-S26,Confucius and Confucianism,Don Wyatt,"CW HIS, NOA, PHL","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr DNA (SDL DNA)
326,HIST0326A-S26,Hist of U.S. Radicalism,Lana Povitz,"AMR HIS, NOR, SOC","7:30pm-10:25pm on Wednesday (Feb 9, 2026 to May 11, 2026)",LaForce 121 (LAF 121)
327,HIST0352A-S26,Food History in Middle East,Febe Armanios,"CMP HIS, MDE, SOC","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
328,HIST0397A-S26,America and the Pacific,Joyce Mao,"AMR CMP, HIS","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
329,HIST0431A-S26,China's Historical Minorities,Don Wyatt,"HIS NOA, SOC","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Wright Memorial Theater SEM (WTH SEM)
330,HIST0454A-S26,The History of Technology,Jennifer Strtak,HIS,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 232 (AXN 232)
331,HIST0467A-S26,Approaching Historical Truth,Maggie Clinton,HIS,"1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
332,HIST0600A-S26,History Research Seminar,TBD,CW,"1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
333,IGST0101A-S26,Intro to Intl & Global Studies,"Guntram Herb, Shinkyu (James) Lee",CMP,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 219 (MBH 219)
334,IGST0201A-S26,The European Catastrophe,Amit Prakash,EUR HIS,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 100 (AXN 100)
335,IGST0215A-S26,"Holocaust Refugees GlobalSouth
Please register via GRMN 0215A",Natalie Eppelsheimer,"CMP HIS, SOC","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman CK2 (FIC CK2)
336,IGST0231A-S26,Pol Econ of Contemporary India,Sunder Ramaswamy,"HIS SOA, SOC","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
337,IGST0238A-S26,"Intercultural Jerusalem
Please register via HEBM 0238A",Adi Livny,"CMP HIS, MDE, PHL","7:30pm-10:25pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
338,IGST0254A-S26,Africa in the World,Nadia Horning,"CMP SAF, SOC","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",75 Shannon Street 202 (75SHS 202)
339,IGST0307A-S26,"LegalAspectsofFinancialCrime
Legal Aspects Financial Crime",Jay Shapiro,,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Robert A. Jones '59 House CON (RAJ CON)
340,IGST0410A-S26,Borders and Identification,Amit Prakash,"CMP HIS, SOC","1:30pm-4:15pm on Monday (Feb 9, 2026 to May 11, 2026)",Old Chapel 206 (OCH 206)
341,IGST0483A-S26,"Rise of Asia and U.S. Policy
Please register via PSCI 0483A",Jeffrey Lunstead,"CMP NOA, SOC","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
342,INTD0103A-S26,Persuasive Storytelling,Ben Powers,PE,"12:45pm-2:00pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 229 (AXN 229)
343,INTD0109A-S26,Posse Leadership Development,Tanya Byker,,"5:00pm-6:30pm on Monday (Feb 9, 2026 to May 11, 2026)",
344,INTD0109B-S26,Posse Leadership Development,Luis Castaneda,,"5:00pm-6:30pm on Monday (Feb 9, 2026 to May 11, 2026)",
345,INTD0109C-S26,Posse Leadership Development,Leila McVeigh,,"5:00pm-6:30pm on Monday (Feb 9, 2026 to May 11, 2026)",
346,INTD0116A-S26,Accounting/Budgeting/Lib Arts,Anne-Marie Magri,,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
347,INTD0120A-S26,Intro Business & Enterprise,Matthew Considine,SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 229 (AXN 229)
348,INTD0121A-S26,Community Connected Learning,Shannon McClain,,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",
349,INTD0140A-S26,Social Capital Networks &Trust,Michal Strier,CMP SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
350,INTD0221A-S26,Enterprise & Entrepreneurship,Ernie Parizeau,,"1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Library 201 (LIB 201)
351,INTD0222A-S26,Sustainable Finance,Frank Van Gansbeke,DED SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Library 201 (LIB 201)
352,INTD0226A-S26,Experiential Learning Gateway,Jason Duquette-Hoffman,,"12:15pm-1:15pm on Friday (Mar 23, 2026 to May 11, 2026)",
353,INTD0302A-S26,Life of Meaning,"Robert Moeller, Ernie Parizeau",,"1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Library 201 (LIB 201)
354,INTD0319A-S26,Investment Management,Matthew Considine,,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 229 (AXN 229)
355,INTD0401A-S26,Adv Topics in Bus.& Enterprise,Tim Nguyen,SOC,"1:30pm-4:15pm on Monday (Feb 9, 2026 to May 11, 2026)",Axinn Center 103 (AXN 103)
356,INTD0405A-S26,Business & Int'l Human Rights,Tim Nguyen,,"7:30pm-10:25pm on Monday (Feb 9, 2026 to May 11, 2026)",Axinn Center 103 (AXN 103)
357,IPEC0240A-S26,Int'l Econ: Theory & Policy,Kristina Sargent,,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 100 (AXN 100)
358,IPEC0304A-S26,"Internatl Political Economy
Please register via PSCI 0304A",Gary Winslett,SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
359,ITAL0103A-S26,Beginning Italian,Ilaria Brancoli Busdraghi,LNG,"8:15am-9:30am on Tuesday, Thursday at MNR 409 (Feb 9, 2026 to May 11, 2026)
8:40am-9:30am on Monday, Wednesday, Friday at MNR 409 (Feb 9, 2026 to May 11, 2026)",Munroe Hall 409 (MNR 409)
360,ITAL0103B-S26,Beginning Italian,Stefano Mula,LNG,"9:45am-11:00am on Tuesday, Thursday at ATD 102 (Feb 9, 2026 to May 11, 2026)
9:45am-10:35am on Monday, Wednesday, Friday at ATD 102 (Feb 9, 2026 to May 11, 2026)",Atwater Dining 102 (ATD 102)
361,ITAL0123A-S26,Accelerated Beginning Italian,Thomas Van Order,LNG,"11:15am-12:30pm on Tuesday, Thursday at ATA A100 (Feb 9, 2026 to May 11, 2026)
11:15am-12:05pm on Monday, Wednesday, Friday at ATA A100 (Feb 9, 2026 to May 11, 2026)",Atwater Hall A A100 (ATA A100)
362,ITAL0252A-S26,Italian Culture: Fascism-Pres,Ilaria Brancoli Busdraghi,LIT LNG,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 409 (MNR 409)
363,ITAL0252B-S26,Italian Culture: Fascism-Pres,Stefano Mula,LIT LNG,"11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Atwater Dining 102 (ATD 102)
364,ITAL0325A-S26,Il Cinema d'Autore: 1945-2025,Thomas Van Order,"ART EUR, LNG","9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Atwater Hall A A100 (ATA A100)
365,ITAL0425A-S26,Il Cinema d'Autore: 1945-2025,Thomas Van Order,"ART EUR, LNG","9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Atwater Hall A A100 (ATA A100)
366,JAPN0103A-S26,First-Year Japanese,Otilia Milutin,LNG,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 148 (MBH 148)
367,JAPN0103B-S26,First-Year Japanese,Otilia Milutin,LNG,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 148 (MBH 148)
368,JAPN0202A-S26,Second-Year Japanese,Kyoko Davis,LNG,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 331 (MBH 331)
369,JAPN0231A-S26,Emotion in Japanese,Sayaka Abe,NOA SOC,"1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
370,JAPN0231B-S26,Emotion in Japanese,Sayaka Abe,"CW NOA, SOC","1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
371,JAPN0277A-S26,JapaneseCulture thru Anime,Otilia Milutin,"ART HIS, NOA","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",75 Shannon Street 102 (75SHS 102)
372,JAPN0302A-S26,Third-Year Japanese,Sayaka Abe,LNG,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
373,JAPN0402A-S26,Advanced Japanese,Kyoko Davis,LNG,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 331 (MBH 331)
374,JAPN0485A-S26,Expressive Japanese,Sayaka Abe,LNG NOA,"1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
375,JAPN0485B-S26,Expressive Japanese,Sayaka Abe,"CW LNG, NOA","1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
376,JWST0200A-S26,The US-Israel Relationship,Ted Sasson,MDE SOC,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
377,JWST0231A-S26,"Zionism and 'Roads Not Taken'
Please register via HEBM 0231A",Adi Livny,"CMP EUR, HIS","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
378,JWST0302A-S26,American Jewish Life,Ted Sasson,AMR SOC,"7:30pm-10:25pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 401 (MNR 401)
379,LATN0202A-S26,Intermediate Latin: Poetry,Christopher Star,EUR LNG,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 206 (AXT 206)
380,LATN0402A-S26,Advanced Readings in Latin II,Randall Ganiban,,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 305 (AXT 305)
381,JAPN0277A-S26,JapaneseCulture thru Anime,Otilia Milutin,"ART HIS, NOA","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",75 Shannon Street 102 (75SHS 102)
382,JAPN0302A-S26,Third-Year Japanese,Sayaka Abe,LNG,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
383,JAPN0402A-S26,Advanced Japanese,Kyoko Davis,LNG,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 331 (MBH 331)
384,JAPN0485A-S26,Expressive Japanese,Sayaka Abe,LNG NOA,"1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
385,JAPN0485B-S26,Expressive Japanese,Sayaka Abe,"CW LNG, NOA","1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
386,JWST0200A-S26,The US-Israel Relationship,Ted Sasson,MDE SOC,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
387,JWST0231A-S26,"Zionism and 'Roads Not Taken'
Please register via HEBM 0231A",Adi Livny,"CMP EUR, HIS","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
388,JWST0302A-S26,American Jewish Life,Ted Sasson,AMR SOC,"7:30pm-10:25pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 401 (MNR 401)
389,LATN0202A-S26,Intermediate Latin: Poetry,Christopher Star,EUR LNG,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 206 (AXT 206)
390,LATN0402A-S26,Advanced Readings in Latin II,Randall Ganiban,,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 305 (AXT 305)
391,LITS0152A-S26,"Greek Tragedy
Please register via CLAS 0152A",Marc Witkin,"EUR LIT, PHL","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
392,LITS0282A-S26,"New Testament Narrative Art
Please register via RELI 0282A",Maria Hatjigeorgiou,"CMP LIT, PHL","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 406 (MNR 406)
393,LNGT0206A-S26,Narratives in News Media,Shawna Shapiro,CW SOC,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Le Chateau 109 (CHT 109)
394,LNGT0231A-S26,"Emotion in Japanese
Please register via JAPN 0231A",Sayaka Abe,NOA SOC,"1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
395,LNGT0231B-S26,"Emotion in Japanese
Please register via JAPN 0231B",Sayaka Abe,"CW NOA, SOC","1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman FR1 (FIC FR1)
396,LNGT0233A-S26,"History of French Language
Please register via FREN 0233A",Gyula Zsombok,"CMP HIS, LNG","9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
397,LNGT0233B-S26,"History of French Language
Please register via FREN 0233B",Gyula Zsombok,"CMP CW, HIS, LNG","9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
398,LNGT0266A-S26,Second Language Acquisition,Thor Sawin,DED SOC,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr 202 (SDL 202)
399,LNGT0270A-S26,"Chinese Sociolinguistics
Please register via CHNS 0270A",Hang Du,NOA SOC,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 208 (MNR 208)
400,LNGT0321A-S26,"Renewing Endangered Languages
Please register via ANTH 0321A",Marybeth Nevins,CMP SOC,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr 202 (SDL 202)
401,LNGT0322A-S26,"Hispanic Linguistics
Please register via SPAN 0322A",Marcos Rohena-Madrazo,"CMP LNG, SOC","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 302 (AXT 302)
402,LNGT0422A-S26,"Hispanic Bilingualsim
Please register via SPAN 0422A",Brandon Baird,"CMP LNG, SOC","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
403,MATH0121A-S26,Calculus I,Evan Camrud,DED,"8:15am-9:30am on Tuesday at WNS 101 (Feb 9, 2026 to May 11, 2026)
8:40am-9:30am on Monday, Wednesday, Friday at WNS 101 (Feb 9, 2026 to May 11, 2026)",Warner Hall 101 (WNS 101)
404,MATH0121B-S26,Calculus I,Rose Morris-Wright,DED,"9:45am-11:00am on Tuesday at WNS 104 (Feb 9, 2026 to May 11, 2026)
9:45am-10:35am on Monday, Wednesday, Friday at WNS 104 (Feb 9, 2026 to May 11, 2026)",Warner Hall 104 (WNS 104)
405,MATH0122A-S26,Calculus II,Steve Abbott,DED,"8:15am-9:30am on Thursday at WNS 105 (Feb 9, 2026 to May 11, 2026)
8:40am-9:30am on Monday, Wednesday, Friday at WNS 105 (Feb 9, 2026 to May 11, 2026)",Warner Hall 105 (WNS 105)
406,MATH0122B-S26,Calculus II,Bill Peterson,DED,"9:45am-11:00am on Thursday at WNS 105 (Feb 9, 2026 to May 11, 2026)
9:45am-10:35am on Monday, Wednesday, Friday at WNS 105 (Feb 9, 2026 to May 11, 2026)",Warner Hall 105 (WNS 105)
407,MATH0200A-S26,Linear Algebra,John Schmitt,DED,"8:40am-9:30am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 104 (WNS 104)
408,MATH0200B-S26,Linear Algebra,Emily Proctor,DED,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 101 (WNS 101)
409,MATH0200C-S26,Linear Algebra,Mike Olinick,DED,"11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 100 (WNS 100)
410,MATH0223A-S26,Multivariable Calculus,Steve Abbott,DED,"11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 104 (WNS 104)
411,MATH0224A-S26,Vector Calculus,Mike Olinick,DED,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 100 (WNS 100)
412,MATH0226A-S26,Differential Equations,Evan Camrud,DED,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 010 (WNS 010)
413,MATH0228A-S26,Intro to Numerical Analysis,Jennifer Crodelle,DED,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Warner Hall 101 (WNS 101)
414,MATH0310A-S26,Probability,Becky Tang,DED,"1:10pm-2:00pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 011 (WNS 011)
415,MATH0323A-S26,Real Analysis,Rose Morris-Wright,DED,"8:15am-9:30am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Warner Hall 011 (WNS 011)
416,MATH0325A-S26,Complex Analysis,Noah Graham,DED,"8:40am-9:30am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 538 (MBH 538)
417,MATH0410A-S26,Stochastic Processes,Bill Peterson,DED,"1:10pm-2:00pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Warner Hall 105 (WNS 105)
418,MATH0715A-S26,Advanced Math Modeling Seminar,Jennifer Crodelle,DED,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Warner Hall 010 (WNS 010)
419,MUSC0101A-S26,Introduction to Music,Danielle Simon,"ART CMP, HIS","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
420,MUSC0160A-S26,Music Theory I: Fundamentals,Jeff Buettner,ART,"11:15am-12:05pm on Friday at MAC 221 (Feb 9, 2026 to May 11, 2026)
11:15am-12:30pm on Tuesday, Thursday at MAC 221 (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
421,MUSC0205A-S26,"Performance Lab
Performance Lab-Orchestra",Evan Bennett,ART,"7:00pm-9:00pm on Thursday, Sunday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
422,MUSC0205B-S26,"Performance Lab
Performance Lab-College Choir",Jeff Buettner,ART,"4:30pm-6:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",
423,MUSC0205E-S26,"Performance Lab
Performance Lab-Afropop",Damascus Kafumbe,ART,"4:30pm-6:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
424,MUSC0210A-S26,Composition II,Matthew Quayle,ART,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 209 (MAC 209)
425,MUSC0212A-S26,Advanced Electronic Music,McLean Macionis,ART,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 209 (MAC 209)
426,MUSC0230A-S26,Topics Music:Broadway Musical,Danielle Simon,"AMR ART, CMP, CW, HIS","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
427,MUSC0239A-S26,"Cultural Work Country Music
Please register via AMST 0239A",William Nash,"AMR HIS, SOC","9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
428,MUSC0245A-S26,Collab Improv All-Arts Ens,Matthew Quayle,ART,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
429,MUSC0334A-S26,Music in World Cultures,Damascus Kafumbe,"ART CMP, CW","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 221 (MAC 221)
430,NSCI0205A-S26,"Emotions
Please register via PSYC 0205A",Kim Cronise,SOC,"8:40am-9:30am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 104 (MBH 104)
431,NSCI0235A-S26,Mighty-chondria,Amanda Crocker,SCI,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 411 (MBH 411)
432,NSCI0251A-S26,Cellular/MolecularNeuroscience,Rebekah Keating Godfrey,SCI,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 319 (MBH 319)
433,NSCI0252A-S26,Behavioral Neuroscience,Clinton Cave,SCI,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 538 (MBH 538)
434,NSCI0252B-S26,Behavioral Neuroscience,Zu Zhai,SCI,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 168 (MBH 168)
435,NSCI0345A-S26,Neurodevelopment,Clinton Cave,CW SCI,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 148 (MBH 148)
436,NSCI0410A-S26,Neural Coding,Amanda Crocker,SCI,"1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 319 (MBH 319)
437,PGSE0215A-S26,Advanced Portuguese,Fernando Rocha,LNG,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
438,PGSE0215B-S26,Advanced Portuguese,Daniel Silva,LNG,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
439,PGSE0349A-S26,Inventing Rio de Janeiro,Fernando Rocha,"AMR ART, CMP, LNG","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
440,PHIL0156A-S26,Contemporary Moral Issues,Steven Viner,PHL,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 302 (AXT 302)
441,PHIL0170A-S26,Intro to World Philosophy,John Spackman,CMP PHL,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 302 (AXT 302)
442,PHIL0180A-S26,Introduction to Modern Logic,Tim Juvshik,DED,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
443,PHIL0230A-S26,Moral Psychology,Lorraine Besser,PHL SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 301 (AXT 301)
444,PHIL0250A-S26,Early Modern Philosophy,Lorraine Besser,EUR PHL,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 301 (AXT 301)
445,PHIL0305A-S26,"Confucius and Confucianism
Please register via HIST 0305A",Don Wyatt,"HIS NOA, PHL","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr DNA (SDL DNA)
446,PHIL0305B-S26,"Confucius and Confucianism
Please register via HIST 0305B",Don Wyatt,"CW HIS, NOA, PHL","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr DNA (SDL DNA)
447,PHIL0306A-S26,Philosophy of Law,Steven Viner,PHL,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 301 (AXT 301)
448,PHIL0306B-S26,Philosophy of Law,Steven Viner,CW PHL,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 301 (AXT 301)
449,PHIL0415A-S26,Technical Artifacts,Tim Juvshik,PHL,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 305 (AXT 305)
450,PHYS0102A-S26,An Exploration of Time Keeping,TBD,DED,"View availability, prerequisites, and other requirements.",TBD
451,PHYS0106A-S26,Physics for Educated Citizens,Susan Watson,DED SCI,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 220 (MBH 220)
452,PHYS0108A-S26,The Physics of Motion,Paul Hess,DED SCI,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 216 (MBH 216)
453,PHYS0111A-S26,"Waves, Optics & Thermodynamics",McKinley Brumback,DED SCI,"8:40am-9:30am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 216 (MBH 216)
454,PHYS0114A-S26,Electricity & Magnetism,Chris Herdman,DED SCI,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 216 (MBH 216)
455,PHYS0218A-S26,Quantum Physics,Eilat Glikman,,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 503 (MBH 503)
